timestamp,room,occupancy,lights_on,ac_on,energy_kwh
2025-01-01 07:00:00,Auditorium,0,0,0,0.252
2025-01-01 08:00:00,Room101,0,1,0,0.782
2025-01-01 08:00:00,Room102,0,1,0,0.809
2025-01-01 08:00:00,Room201,0,1,0,0.539
2025-01-01 08:00:00,Room202,0,1,0,0.853
2025-01-01 08:00:00,Lab1,0,1,0,0.682
2025-01-01 08:00:00,Lab2,0,1,0,0.626
2025-01-01 08:00:00,Lab3,0,1,0,0.746
2025-01-01 08:00:00,Library,0,0,0,0.376
2025-01-01 08:00:00,SeminarHall,0,1,0,0.801
2025-01-01 08:00:00,Auditorium,0,1,0,0.83
2025-01-01 09:00:00,Room101,0,0,0,0.228
2025-01-01 09:00:00,Room102,5,1,0,0.76
2025-01-01 09:00:00,Room201,5,1,0,0.744
2025-01-01 09:00:00,Room202,30,1,0,0.962
2025-01-01 09:00:00,Lab1,5,1,0,0.967
2025-01-01 09:00:00,Lab2,10,1,0,0.845
2025-01-01 09:00:00,Lab3,40,1,0,0.886
2025-01-01 09:00:00,Library,30,1,0,0.802
2025-01-01 09:00:00,SeminarHall,30,1,0,0.865
2025-01-01 09:00:00,Auditorium,0,1,0,0.623
2025-01-01 10:00:00,Room101,40,1,1,2.42
2025-01-01 10:00:00,Room102,5,1,0,0.8
2025-01-01 10:00:00,Room201,30,1,1,2.36
2025-01-01 10:00:00,Room202,0,1,0,0.899
2025-01-01 10:00:00,Lab1,0,0,0,0.428
2025-01-01 10:00:00,Lab2,0,1,0,0.768
2025-01-01 10:00:00,Lab3,0,0,0,0.496
2025-01-01 10:00:00,Library,30,1,1,2.883
2025-01-01 10:00:00,SeminarHall,10,1,1,2.405
2025-01-01 10:00:00,Auditorium,10,1,1,2.399
2025-01-01 11:00:00,Room101,0,1,0,0.553
2025-01-01 11:00:00,Room102,20,1,1,2.869
2025-01-01 11:00:00,Room201,10,1,1,2.225
2025-01-01 11:00:00,Room202,40,1,1,2.029
2025-01-01 11:00:00,Lab1,30,1,1,2.215
2025-01-01 11:00:00,Lab2,20,1,1,2.651
2025-01-01 11:00:00,Lab3,20,1,1,2.492
2025-01-01 11:00:00,Library,40,1,1,2.558
2025-01-01 11:00:00,SeminarHall,30,1,1,2.245
2025-01-01 11:00:00,Auditorium,5,1,0,0.745
2025-01-01 12:00:00,Room101,0,1,0,1.005
2025-01-01 12:00:00,Room102,5,1,0,0.95
2025-01-01 12:00:00,Room201,40,1,1,2.812
2025-01-01 12:00:00,Room202,20,1,1,2.798
2025-01-01 12:00:00,Lab1,0,0,0,0.313
2025-01-01 12:00:00,Lab2,5,1,0,0.793
2025-01-01 12:00:00,Lab3,30,1,1,2.424
2025-01-01 12:00:00,Library,5,1,0,0.776
2025-01-01 12:00:00,SeminarHall,40,1,1,2.781
2025-01-01 12:00:00,Auditorium,40,1,1,2.39
2025-01-01 13:00:00,Room101,0,1,0,0.75
2025-01-01 13:00:00,Room102,20,1,1,2.379
2025-01-01 13:00:00,Room201,10,1,1,2.769
2025-01-01 13:00:00,Room202,20,1,1,2.454
2025-01-01 13:00:00,Lab1,0,0,0,0.427
2025-01-01 13:00:00,Lab2,5,1,0,0.545
2025-01-01 13:00:00,Lab3,20,1,1,2.672
2025-01-01 13:00:00,Library,5,1,0,0.889
2025-01-01 13:00:00,SeminarHall,20,1,1,2.361
2025-01-01 13:00:00,Auditorium,40,1,1,2.292
2025-01-01 14:00:00,Room101,40,1,1,2.453
2025-01-01 14:00:00,Room102,5,1,0,0.561
2025-01-01 14:00:00,Room201,5,1,0,0.734
2025-01-01 14:00:00,Room202,5,1,0,0.911
2025-01-01 14:00:00,Lab1,5,1,0,0.57
2025-01-01 14:00:00,Lab2,5,1,0,0.58
2025-01-01 14:00:00,Lab3,10,1,1,2.274
2025-01-01 14:00:00,Library,20,1,1,2.454
2025-01-01 14:00:00,SeminarHall,0,1,0,0.795
2025-01-01 14:00:00,Auditorium,30,1,1,2.147
2025-01-01 15:00:00,Room101,10,1,1,2.326
2025-01-01 15:00:00,Room102,10,1,1,2.137
2025-01-01 15:00:00,Room201,20,1,1,2.548
2025-01-01 15:00:00,Room202,0,1,0,0.733
2025-01-01 15:00:00,Lab1,10,1,1,1.972
2025-01-01 15:00:00,Lab2,5,1,0,0.803
2025-01-01 15:00:00,Lab3,20,1,1,2.156
2025-01-01 15:00:00,Library,10,1,1,2.445
2025-01-01 15:00:00,SeminarHall,0,0,0,0.309
2025-01-01 15:00:00,Auditorium,10,1,1,2.367
2025-01-01 16:00:00,Room101,0,0,0,0.274
2025-01-01 16:00:00,Room102,5,1,0,0.821
2025-01-01 16:00:00,Room201,10,1,1,2.207
2025-01-01 16:00:00,Room202,10,1,1,2.904
2025-01-01 16:00:00,Lab1,5,1,0,0.752
2025-01-01 16:00:00,Lab2,20,1,1,2.571
2025-01-01 16:00:00,Lab3,5,1,0,0.725
2025-01-01 16:00:00,Library,5,1,0,0.718
2025-01-01 16:00:00,SeminarHall,20,1,1,2.317
2025-01-01 16:00:00,Auditorium,0,1,0,0.559
2025-01-01 17:00:00,Room101,5,1,0,0.819
2025-01-01 17:00:00,Room102,30,1,1,2.35
2025-01-01 17:00:00,Room201,5,1,0,1.028
2025-01-01 17:00:00,Room202,0,1,0,0.836
2025-01-01 17:00:00,Lab1,20,1,1,2.237
2025-01-01 17:00:00,Lab2,30,1,1,1.941
2025-01-01 17:00:00,Lab3,30,1,1,2.344
2025-01-01 17:00:00,Library,30,1,1,2.414
2025-01-01 17:00:00,SeminarHall,10,1,1,2.527
2025-01-01 17:00:00,Auditorium,10,1,1,2.347
2025-01-01 18:00:00,Room101,5,1,0,0.959
2025-01-01 18:00:00,Room102,15,1,0,0.789
2025-01-01 18:00:00,Room201,10,1,0,0.846
2025-01-01 18:00:00,Room202,10,1,0,0.639
2025-01-01 18:00:00,Lab1,10,1,0,0.681
2025-01-01 18:00:00,Lab2,10,1,0,0.849
2025-01-01 18:00:00,Lab3,10,1,0,0.657
2025-01-01 18:00:00,Library,0,0,0,0.417
2025-01-01 18:00:00,SeminarHall,5,1,0,0.738
2025-01-01 18:00:00,Auditorium,0,1,0,0.795
2025-01-01 19:00:00,Room101,15,1,0,0.722
2025-01-01 19:00:00,Room102,5,1,0,0.767
2025-01-01 19:00:00,Room201,5,1,0,0.986
2025-01-01 19:00:00,Room202,0,0,0,0.373
2025-01-01 19:00:00,Lab1,10,1,0,1.058
2025-01-01 19:00:00,Lab2,0,0,0,0.495
2025-01-01 19:00:00,Lab3,15,1,0,0.917
2025-01-01 19:00:00,Library,0,0,0,0.216
2025-01-01 19:00:00,SeminarHall,0,0,0,0.3
2025-01-01 19:00:00,Auditorium,15,1,0,0.708
2025-01-01 20:00:00,Room101,5,1,0,0.703
2025-01-01 20:00:00,Room102,0,0,0,0.35
2025-01-01 20:00:00,Room201,0,0,0,0.374
2025-01-01 20:00:00,Room202,5,1,0,0.842
2025-01-01 20:00:00,Lab1,5,1,0,0.825
2025-01-01 20:00:00,Lab2,5,1,0,0.745
2025-01-01 20:00:00,Lab3,10,1,0,0.619
2025-01-01 20:00:00,Library,5,1,0,0.689
2025-01-01 20:00:00,SeminarHall,5,1,0,0.79
2025-01-01 20:00:00,Auditorium,5,1,0,0.601
2025-01-01 21:00:00,Room101,2,1,0,0.693
2025-01-01 21:00:00,Room102,0,0,0,0.208
2025-01-01 21:00:00,Room201,0,0,0,0.208
2025-01-01 21:00:00,Room202,0,0,0,0.206
2025-01-01 21:00:00,Lab1,0,0,0,0.396
2025-01-01 21:00:00,Lab2,0,0,0,0.417
2025-01-01 21:00:00,Lab3,0,0,0,0.4
2025-01-01 21:00:00,Library,2,1,0,0.53
2025-01-01 21:00:00,SeminarHall,0,0,0,0.254
2025-01-01 21:00:00,Auditorium,2,1,0,0.848
2025-01-01 22:00:00,Room101,0,0,0,0.377
2025-01-01 22:00:00,Room102,0,0,0,0.366
2025-01-01 22:00:00,Room201,2,1,0,0.771
2025-01-01 22:00:00,Room202,0,0,0,0.468
2025-01-01 22:00:00,Lab1,0,0,0,0.281
2025-01-01 22:00:00,Lab2,0,0,0,0.242
2025-01-01 22:00:00,Lab3,0,0,0,0.252
2025-01-01 22:00:00,Library,2,1,0,0.708
2025-01-01 22:00:00,SeminarHall,0,0,0,0.395
2025-01-01 22:00:00,Auditorium,0,0,0,0.241
2025-01-01 23:00:00,Room101,0,0,0,0.38
2025-01-01 23:00:00,Room102,2,1,0,0.741
2025-01-01 23:00:00,Room201,0,0,0,0.25
2025-01-01 23:00:00,Room202,0,0,0,0.274
2025-01-01 23:00:00,Lab1,0,0,0,0.416
2025-01-01 23:00:00,Lab2,0,0,0,0.399
2025-01-01 23:00:00,Lab3,0,0,0,0.209
2025-01-01 23:00:00,Library,0,0,0,0.349
2025-01-01 23:00:00,SeminarHall,0,0,0,0.232
2025-01-01 23:00:00,Auditorium,0,0,0,0.407
2025-01-02 00:00:00,Room101,2,1,0,0.948
2025-01-02 00:00:00,Room102,0,0,0,0.308
2025-01-02 00:00:00,Room201,0,0,0,0.485
2025-01-02 00:00:00,Room202,0,0,0,0.462
2025-01-02 00:00:00,Lab1,0,0,0,0.408
2025-01-02 00:00:00,Lab2,0,0,0,0.266
2025-01-02 00:00:00,Lab3,0,0,0,0.412
2025-01-02 00:00:00,Library,0,0,0,0.475
2025-01-02 00:00:00,SeminarHall,0,0,0,0.477
2025-01-02 00:00:00,Auditorium,0,0,0,0.459
2025-01-02 01:00:00,Room101,2,1,0,0.69
2025-01-02 01:00:00,Room102,0,0,0,0.223
2025-01-02 01:00:00,Room201,0,0,0,0.22
2025-01-02 01:00:00,Room202,0,0,0,0.296
2025-01-02 01:00:00,Lab1,0,0,0,0.27
2025-01-02 01:00:00,Lab2,0,0,0,0.462
2025-01-02 01:00:00,Lab3,0,0,0,0.499
2025-01-02 01:00:00,Library,0,0,0,0.344
2025-01-02 01:00:00,SeminarHall,5,1,0,0.856
2025-01-02 01:00:00,Auditorium,0,0,0,0.272
2025-01-02 02:00:00,Room101,0,0,0,0.289
2025-01-02 02:00:00,Room102,0,0,0,0.496
2025-01-02 02:00:00,Room201,0,0,0,0.265
2025-01-02 02:00:00,Room202,0,0,0,0.325
2025-01-02 02:00:00,Lab1,0,0,0,0.384
2025-01-02 02:00:00,Lab2,0,0,0,0.483
2025-01-02 02:00:00,Lab3,0,0,0,0.269
2025-01-02 02:00:00,Library,0,0,0,0.434
2025-01-02 02:00:00,SeminarHall,5,1,0,1.043
2025-01-02 02:00:00,Auditorium,0,0,0,0.319
2025-01-02 03:00:00,Room101,0,0,0,0.445
2025-01-02 03:00:00,Room102,0,0,0,0.378
2025-01-02 03:00:00,Room201,2,1,0,0.619
2025-01-02 03:00:00,Room202,5,1,0,1.001
2025-01-02 03:00:00,Lab1,0,0,0,0.226
2025-01-02 03:00:00,Lab2,0,0,0,0.417
2025-01-02 03:00:00,Lab3,0,0,0,0.405
2025-01-02 03:00:00,Library,0,0,0,0.344
2025-01-02 03:00:00,SeminarHall,0,0,0,0.403
2025-01-02 03:00:00,Auditorium,2,1,0,0.937
2025-01-02 04:00:00,Room101,2,1,0,0.964
2025-01-02 04:00:00,Room102,0,0,0,0.386
2025-01-02 04:00:00,Room201,2,1,0,0.77
2025-01-02 04:00:00,Room202,0,0,0,0.301
2025-01-02 04:00:00,Lab1,2,1,0,0.902
2025-01-02 04:00:00,Lab2,0,0,0,0.385
2025-01-02 04:00:00,Lab3,0,0,0,0.39
2025-01-02 04:00:00,Library,0,0,0,0.428
2025-01-02 04:00:00,SeminarHall,0,0,0,0.39
2025-01-02 04:00:00,Auditorium,2,1,0,0.727
2025-01-02 05:00:00,Room101,0,0,0,0.22
2025-01-02 05:00:00,Room102,0,0,0,0.214
2025-01-02 05:00:00,Room201,5,1,0,0.764
2025-01-02 05:00:00,Room202,0,0,0,0.207
2025-01-02 05:00:00,Lab1,0,0,0,0.405
2025-01-02 05:00:00,Lab2,5,1,0,0.763
2025-01-02 05:00:00,Lab3,0,0,0,0.408
2025-01-02 05:00:00,Library,0,0,0,0.396
2025-01-02 05:00:00,SeminarHall,0,0,0,0.33
2025-01-02 05:00:00,Auditorium,0,0,0,0.319
2025-01-02 06:00:00,Room101,0,0,0,0.468
2025-01-02 06:00:00,Room102,0,0,0,0.396
2025-01-02 06:00:00,Room201,0,0,0,0.49
2025-01-02 06:00:00,Room202,0,0,0,0.431
2025-01-02 06:00:00,Lab1,0,0,0,0.239
2025-01-02 06:00:00,Lab2,0,0,0,0.439
2025-01-02 06:00:00,Lab3,0,0,0,0.406
2025-01-02 06:00:00,Library,0,0,0,0.219
2025-01-02 06:00:00,SeminarHall,0,0,0,0.293
2025-01-02 06:00:00,Auditorium,0,0,0,0.318
2025-01-02 07:00:00,Room101,0,0,0,0.408
2025-01-02 07:00:00,Room102,0,0,0,0.344
2025-01-02 07:00:00,Room201,5,1,0,0.692
2025-01-02 07:00:00,Room202,0,0,0,0.368
2025-01-02 07:00:00,Lab1,0,0,0,0.226
2025-01-02 07:00:00,Lab2,0,0,0,0.319
2025-01-02 07:00:00,Lab3,0,0,0,0.44
2025-01-02 07:00:00,Library,0,0,0,0.391
2025-01-02 07:00:00,SeminarHall,2,1,0,0.678
2025-01-02 07:00:00,Auditorium,2,1,0,0.955
2025-01-02 08:00:00,Room101,2,1,0,0.792
2025-01-02 08:00:00,Room102,2,1,0,0.829
2025-01-02 08:00:00,Room201,0,0,0,0.218
2025-01-02 08:00:00,Room202,2,1,0,0.859
2025-01-02 08:00:00,Lab1,0,1,0,0.847
2025-01-02 08:00:00,Lab2,0,0,0,0.499
2025-01-02 08:00:00,Lab3,0,1,0,0.531
2025-01-02 08:00:00,Library,0,1,0,0.941
2025-01-02 08:00:00,SeminarHall,0,1,0,0.808
2025-01-02 08:00:00,Auditorium,0,1,0,0.864
2025-01-02 09:00:00,Room101,40,1,0,0.71
2025-01-02 09:00:00,Room102,40,1,0,0.75
2025-01-02 09:00:00,Room201,20,1,0,0.754
2025-01-02 09:00:00,Room202,5,1,0,0.863
2025-01-02 09:00:00,Lab1,30,1,0,0.722
2025-01-02 09:00:00,Lab2,10,1,0,0.762
2025-01-02 09:00:00,Lab3,5,1,0,0.908
2025-01-02 09:00:00,Library,20,1,0,0.83
2025-01-02 09:00:00,SeminarHall,40,1,0,0.707
2025-01-02 09:00:00,Auditorium,5,1,0,0.757
2025-01-02 10:00:00,Room101,10,1,1,2.525
2025-01-02 10:00:00,Room102,5,1,0,0.561
2025-01-02 10:00:00,Room201,20,1,1,2.74
2025-01-02 10:00:00,Room202,20,1,1,2.112
2025-01-02 10:00:00,Lab1,5,1,0,0.676
2025-01-02 10:00:00,Lab2,0,0,0,0.336
2025-01-02 10:00:00,Lab3,10,1,1,2.546
2025-01-02 10:00:00,Library,40,1,1,2.498
2025-01-02 10:00:00,SeminarHall,30,1,1,2.382
2025-01-02 10:00:00,Auditorium,20,1,1,1.997
2025-01-02 11:00:00,Room101,20,1,1,2.739
2025-01-02 11:00:00,Room102,0,1,0,0.894
2025-01-02 11:00:00,Room201,20,1,1,2.781
2025-01-02 11:00:00,Room202,10,1,1,2.603
2025-01-02 11:00:00,Lab1,0,1,0,0.91
2025-01-02 11:00:00,Lab2,20,1,1,2.099
2025-01-02 11:00:00,Lab3,20,1,1,2.796
2025-01-02 11:00:00,Library,10,1,1,2.65
2025-01-02 11:00:00,SeminarHall,20,1,1,2.346
2025-01-02 11:00:00,Auditorium,20,1,1,2.809
2025-01-02 12:00:00,Room101,10,1,1,2.417
2025-01-02 12:00:00,Room102,0,1,0,0.729
2025-01-02 12:00:00,Room201,10,1,1,2.204
2025-01-02 12:00:00,Room202,5,1,0,0.703
2025-01-02 12:00:00,Lab1,20,1,1,2.644
2025-01-02 12:00:00,Lab2,10,1,1,2.124
2025-01-02 12:00:00,Lab3,10,1,1,2.421
2025-01-02 12:00:00,Library,20,1,1,2.748
2025-01-02 12:00:00,SeminarHall,40,1,1,1.77
2025-01-02 12:00:00,Auditorium,20,1,1,2.784
2025-01-02 13:00:00,Room101,0,1,0,0.636
2025-01-02 13:00:00,Room102,5,1,0,0.678
2025-01-02 13:00:00,Room201,10,1,1,2.549
2025-01-02 13:00:00,Room202,5,1,0,0.661
2025-01-02 13:00:00,Lab1,20,1,1,2.479
2025-01-02 13:00:00,Lab2,0,1,0,0.866
2025-01-02 13:00:00,Lab3,30,1,1,2.385
2025-01-02 13:00:00,Library,40,1,1,2.834
2025-01-02 13:00:00,SeminarHall,5,1,0,0.747
2025-01-02 13:00:00,Auditorium,30,1,1,2.266
2025-01-02 14:00:00,Room101,30,1,1,2.368
2025-01-02 14:00:00,Room102,20,1,1,2.277
2025-01-02 14:00:00,Room201,20,1,1,2.662
2025-01-02 14:00:00,Room202,5,1,0,0.536
2025-01-02 14:00:00,Lab1,20,1,1,2.246
2025-01-02 14:00:00,Lab2,20,1,1,2.255
2025-01-02 14:00:00,Lab3,20,1,1,2.524
2025-01-02 14:00:00,Library,20,1,1,2.119
2025-01-02 14:00:00,SeminarHall,20,1,1,2.019
2025-01-02 14:00:00,Auditorium,0,1,0,0.655
2025-01-02 15:00:00,Room101,10,1,1,1.931
2025-01-02 15:00:00,Room102,30,1,1,2.636
2025-01-02 15:00:00,Room201,20,1,1,2.224
2025-01-02 15:00:00,Room202,20,1,1,2.643
2025-01-02 15:00:00,Lab1,20,1,1,2.307
2025-01-02 15:00:00,Lab2,40,1,1,2.12
2025-01-02 15:00:00,Lab3,10,1,1,2.469
2025-01-02 15:00:00,Library,5,1,0,0.938
2025-01-02 15:00:00,SeminarHall,5,1,0,0.666
2025-01-02 15:00:00,Auditorium,40,1,1,2.531
2025-01-02 16:00:00,Room101,20,1,1,2.055
2025-01-02 16:00:00,Room102,30,1,1,2.176
2025-01-02 16:00:00,Room201,5,1,0,0.687
2025-01-02 16:00:00,Room202,40,1,1,2.275
2025-01-02 16:00:00,Lab1,10,1,1,2.77
2025-01-02 16:00:00,Lab2,10,1,1,2.42
2025-01-02 16:00:00,Lab3,40,1,1,2.285
2025-01-02 16:00:00,Library,30,1,1,2.834
2025-01-02 16:00:00,SeminarHall,5,1,0,0.645
2025-01-02 16:00:00,Auditorium,20,1,1,2.609
2025-01-02 17:00:00,Room101,30,1,1,2.737
2025-01-02 17:00:00,Room102,10,1,1,2.251
2025-01-02 17:00:00,Room201,10,1,1,2.158
2025-01-02 17:00:00,Room202,0,0,0,0.241
2025-01-02 17:00:00,Lab1,40,1,1,2.328
2025-01-02 17:00:00,Lab2,10,1,1,2.097
2025-01-02 17:00:00,Lab3,20,1,1,1.99
2025-01-02 17:00:00,Library,30,1,1,2.651
2025-01-02 17:00:00,SeminarHall,0,1,0,0.867
2025-01-02 17:00:00,Auditorium,0,1,0,0.738
2025-01-02 18:00:00,Room101,5,1,0,1.043
2025-01-02 18:00:00,Room102,0,1,0,0.786
2025-01-02 18:00:00,Room201,10,1,0,0.693
2025-01-02 18:00:00,Room202,5,1,0,0.968
2025-01-02 18:00:00,Lab1,0,1,0,0.65
2025-01-02 18:00:00,Lab2,10,1,0,0.702
2025-01-02 18:00:00,Lab3,0,0,0,0.493
2025-01-02 18:00:00,Library,5,1,0,0.697
2025-01-02 18:00:00,SeminarHall,10,1,0,0.676
2025-01-02 18:00:00,Auditorium,0,1,0,0.756
2025-01-02 19:00:00,Room101,5,1,0,1.003
2025-01-02 19:00:00,Room102,10,1,0,0.801
2025-01-02 19:00:00,Room201,0,0,0,0.452
2025-01-02 19:00:00,Room202,5,1,0,0.889
2025-01-02 19:00:00,Lab1,5,1,0,0.704
2025-01-02 19:00:00,Lab2,0,0,0,0.421
2025-01-02 19:00:00,Lab3,0,0,0,0.225
2025-01-02 19:00:00,Library,0,0,0,0.204
2025-01-02 19:00:00,SeminarHall,0,0,0,0.289
2025-01-02 19:00:00,Auditorium,5,1,0,0.608
2025-01-02 20:00:00,Room101,5,1,0,0.809
2025-01-02 20:00:00,Room102,0,0,0,0.49
2025-01-02 20:00:00,Room201,5,1,0,0.676
2025-01-02 20:00:00,Room202,5,1,0,0.926
2025-01-02 20:00:00,Lab1,0,0,0,0.491
2025-01-02 20:00:00,Lab2,15,1,0,0.855
2025-01-02 20:00:00,Lab3,10,1,0,0.735
2025-01-02 20:00:00,Library,15,1,0,0.679
2025-01-02 20:00:00,SeminarHall,5,1,0,0.967
2025-01-02 20:00:00,Auditorium,0,0,0,0.259
2025-01-02 21:00:00,Room101,0,0,0,0.445
2025-01-02 21:00:00,Room102,2,1,0,0.802
2025-01-02 21:00:00,Room201,2,1,0,0.951
2025-01-02 21:00:00,Room202,0,0,0,0.364
2025-01-02 21:00:00,Lab1,0,0,0,0.249
2025-01-02 21:00:00,Lab2,2,1,0,0.716
2025-01-02 21:00:00,Lab3,0,0,0,0.363
2025-01-02 21:00:00,Library,0,0,0,0.37
2025-01-02 21:00:00,SeminarHall,0,0,0,0.428
2025-01-02 21:00:00,Auditorium,0,0,0,0.274
2025-01-02 22:00:00,Room101,0,0,0,0.32
2025-01-02 22:00:00,Room102,0,0,0,0.42
2025-01-02 22:00:00,Room201,0,0,0,0.435
2025-01-02 22:00:00,Room202,0,0,0,0.211
2025-01-02 22:00:00,Lab1,5,1,0,0.708
2025-01-02 22:00:00,Lab2,0,0,0,0.463
2025-01-02 22:00:00,Lab3,0,0,0,0.417
2025-01-02 22:00:00,Library,0,0,0,0.324
2025-01-02 22:00:00,SeminarHall,0,0,0,0.307
2025-01-02 22:00:00,Auditorium,0,0,0,0.344
2025-01-02 23:00:00,Room101,0,0,0,0.368
2025-01-02 23:00:00,Room102,0,0,0,0.441
2025-01-02 23:00:00,Room201,0,0,0,0.223
2025-01-02 23:00:00,Room202,0,0,0,0.412
2025-01-02 23:00:00,Lab1,0,0,0,0.244
2025-01-02 23:00:00,Lab2,0,0,0,0.266
2025-01-02 23:00:00,Lab3,5,1,0,0.973
2025-01-02 23:00:00,Library,0,0,0,0.436
2025-01-02 23:00:00,SeminarHall,2,1,0,0.787
2025-01-02 23:00:00,Auditorium,0,0,0,0.309
2025-01-03 00:00:00,Room101,0,0,0,0.45
2025-01-03 00:00:00,Room102,0,0,0,0.482
2025-01-03 00:00:00,Room201,2,1,0,0.808
2025-01-03 00:00:00,Room202,0,0,0,0.345
2025-01-03 00:00:00,Lab1,0,0,0,0.349
2025-01-03 00:00:00,Lab2,0,0,0,0.248
2025-01-03 00:00:00,Lab3,0,0,0,0.397
2025-01-03 00:00:00,Library,0,0,0,0.285
2025-01-03 00:00:00,SeminarHall,2,1,0,0.656
2025-01-03 00:00:00,Auditorium,0,0,0,0.433
2025-01-03 01:00:00,Room101,0,0,0,0.219
2025-01-03 01:00:00,Room102,0,0,0,0.323
2025-01-03 01:00:00,Room201,0,0,0,0.399
2025-01-03 01:00:00,Room202,2,1,0,0.641
2025-01-03 01:00:00,Lab1,0,0,0,0.494
2025-01-03 01:00:00,Lab2,0,0,0,0.37
2025-01-03 01:00:00,Lab3,0,0,0,0.305
2025-01-03 01:00:00,Library,0,0,0,0.275
2025-01-03 01:00:00,SeminarHall,0,0,0,0.234
2025-01-03 01:00:00,Auditorium,0,0,0,0.412
2025-01-03 02:00:00,Room101,0,0,0,0.345
2025-01-03 02:00:00,Room102,2,1,0,0.839
2025-01-03 02:00:00,Room201,0,0,0,0.364
